Date	User	Tweet	sentiment
2022-03-08 00:36:00+00:00	kemenkomarves	"Buat yang kemarin teriak-teriak soal aktivitas olahraga, sekarang boleh dong ada penontonnya.⚽️🏸🏀

⚠️ Syaratnya, sudah vaksin booster dan menggunakan @PLindungi. Ingat, penonton dibatasi sesuai level PPKM yang berlaku di daerah.

#PPKM https://t.co/6k9eKzlAae"	0
2022-03-07 14:33:07+00:00	AyuMega82	Hore ! Aturan Perjalan Dalam Negeri Terbaru Maret 2022, Tidak Perlu Menunjukan Tes Antigen dan PCR https://t.co/guHQM6LwSr #ppkm	0
2022-03-07 06:48:14+00:00	BrianKu75877290	"Menularkan kebaikan
#COVID19 #ppkm #BerbaGi https://t.co/KjCuclKuQo"	1
2022-03-07 06:46:31+00:00	krstinbrown	"Salah satu upaya terbaik
#COVID19 #ppkm #BerbaGi https://t.co/WaaaGnw6G3"	1
2022-03-02 15:23:24+00:00	HerlambaRandy	"Ada yang tau PPKM udah diperpanjang berapa kali?😬
#PPKM"	0
2022-03-01 10:55:49+00:00	AnantaElvano	Hadir Kembali Boss!! MEGA WIN Dari https://t.co/3ge7hBt18k Jackpot Jutaan Rupiah Serta Kemenangan Extra Menanti Anda . Salam WD!! WA: +62 852-3617-8361 #bandarq #poker #bdqq #aduq #ceme #JAKARTA #KoinpelangiQQ #koinpelangi88 #PPKM #Dada #Jeha #rumini #Narkoboy https://t.co/Sxu3g7ZnkX	1
2022-03-01 09:15:56+00:00	kabarsleman	"#Slemanis. Pastikan selalu waspada dan jangan kendor, karena Covid-19 masih ada.

Ayo sesarengan jogo sleman 👋 dengan tetap melakukan protokol kesehatan secara ketat.

Maturnuwun 🙏☺️

#sleman
#ppkm 
#ppkmsleman"	1
2022-02-25 05:09:13+00:00	CendekiaDelapan	"erlanjut.. Karena stimulasi untuk #anakberkebutuhankhusus tidak optimal jika dilakukan secara online.
. 
Untuk memenuhi kebutuhan tersebut, #RumahCendekia8 tetap beroperasi sesuai aturan #ppkm dgn menjaga protokol kesehatan dan seluruh staff sudah #divaksinasi 🤗"	0
2022-02-24 13:17:06+00:00	JackzyRoses	"Disini pusing karena PPKM yg gak selesai2.. disana udah tembak2an lagi..
Stop dong Pak Putin.. 

#worldwar3 
#Ukraine 
#ukraina
#Rusia 
#PPKM https://t.co/ZLhnaCUv0R"	0
2022-02-23 12:50:37+00:00	Zaindamai	@RadioElshinta @VidzSlypid #ppkm 3 DKI Jakarta macet total tahun 2022 ?	0
2022-02-22 02:10:09+00:00	i_nasution1	"Tolonglah orang seperti ini. Mohon kabinet segera stop #PPKM &amp; akhiri #pandemi #COVID19 

Ingat!!! Dosa Anda jk mereka sampai susah untuk mendapatkan uang agar dapurnya ngebul, mreka ga minta Anda sumbang uang tiap hari, mereka hnya butuh pembeli barang &amp; jasa yg mereka sediakan"	0
2022-02-21 05:04:54+00:00	CendekiaDelapan	"Karena stimulasi untuk #anakberkebutuhankhusus tidak optimal jika dilakukan secara online.
. 
Untuk memenuhi kebutuhan tersebut, #RumahCendekia8 tetap beroperasi sesuai aturan #ppkm dgn menjaga protokol kesehatan dan seluruh staff sudah #divaksinasi 🤗"	0
2022-02-19 10:46:02+00:00	theBudiono	"Ada yang pernah dapet bad experience tentang kakunya peraturan flight? Yg ga masuk akal?
Kaya waktu ibu yg gbsa flight karena tidak pcr dan antigen?? 

#COVID19 
#ppkm
#pcrtest"	0
2022-02-18 06:24:35+00:00	vdvc_talk	"Tidak hanya status PPKM yang berubah, karantina pendatang dari luar negeri juga dikurangi menjadi 3 hari.
Waduh, kok bisa barengan gini ya. Gimana nih tanggapan sobat VDVC?

#VDVCTalk #YukBersuara #PPKM #Covid19 #TurisAsing"	0
2022-02-18 03:35:50+00:00	muliadila	"Gini ni kalo bangun e kesiangan,. Sekolah online disambi sarapan.. untung udah mandi. Paling ngga, ga bau kecut..wkwkwk
#sekolahonline
#daring 
#ppkm 
#garagaracovid https://t.co/cU1HE2VNLf"	0
2022-02-18 03:28:50+00:00	DPRDKotaBandung	"serta jangan lupa untuk selalu berdoa agar kasus harian Covid-19 di Kota Bandung segera menurun. Sehingga kehidupan bisa berjalan normal dan roda perekonomian berputar lagi.

#DPRDKotaBandung #TedyRusmawan #SatgasCovid19 #PPKM #PemkotBandung #Vaksinasi #BandungLawanCovid19"	1
2022-02-17 04:58:47+00:00	703jonatan	@gojekindonesia lg error ya? Kok ga ada orderan? #gojekerror #gopartnererror #orderananyep #ppkm	0
2022-02-16 06:31:06+00:00	aantoxix	@6sukmana @toninotslimboy Wes lur. Pakde @toninotslimboy  lagi mumet kyone mergo Ono #ppkm Meneh. Angger di Iyo ni wae Pye coro?	0
2022-02-14 16:44:37+00:00	seductivetalk	"Sekarang kita check in mulu, dapat orgasme aja kagak.

#ppkm"	0
2022-02-14 07:34:49+00:00	RNusindo_id	"Tetap laksanakan protokol kesehatan selama beraktifitas diluar rumah dan dikantor ya sobat. Dengan begitu, kita telah berkontribusi untuk memutus mata rantai penyebaran dan penularan COVID-19. Selamat Beraktifitas Sobat.

#RajawaliNusindo #IDFOOD #COVID19 #PPKM"	1
2022-02-14 06:29:42+00:00	unikomtwit	"Pelaksanaan #PPKM Level 3 UNIKOM 
Mari Selalu terapkan pola hidup 5M dan menjaga diri serta lingkungan kita agar kita selalu terhindar dari bahaya Virus Covid 19. Semoga Tuhan Yang Maha Esa selalu memberikan perlindungan dan Kesehatan bagi kita semua. Aamin.

#Unikom #UnikomInfo https://t.co/plcOSCUptm"	1
2022-02-13 20:51:58+00:00	Asepyusuf	#ppkm	0
2022-02-13 11:06:52+00:00	Oh_Firoh	"Ibuk : jare ndek malang kota  PPKN yoo? 
Aku&amp;mbak : 🤨🤨🤨
Ibuk : eh opo jenenge PBB? 
Aku&amp;mbak : PPKM (ngegas mode on) 
#ppkm"	0
2022-02-13 08:37:33+00:00	GunawanSpinz1	#ppkm lagi	0
2022-02-13 05:17:08+00:00	Rio_Rhae	"@Muhamad19817090 @__Sridiana_3va Benar sekali, sekarang pengemudi taxi burung biru pada teriak karena #ppkm yang mengakibatkan pendapatannya menurun. Thamrin, Sudirman, Kuningan dan pusat belanja makin sepi. 
Semoga Alloh Subhanahu Wata'ala memberikan jalan keluar buat semuanya"	0
2022-02-13 04:18:56+00:00	chatnews_id	"Baru dibuka beberapa hari, Holywings Bogor, Jawa Barat, sudah melanggar aturan PPKM. #holywings #Bogor #ppkm 

https://t.co/Tj8JfyEHMt"	0
2022-02-12 02:50:31+00:00	amed_jow	Gw agak gmn ya sama covid ini, mestinya kl memang #Vaksin di wajibkan, pemerintah harusnya jadikan itu jaminan untuk aktivitas berjalan normal, ini skrg udh vaksin wajib, usaha2 jg tetep kena imbas dr #PPKM... trs apa untungnya vaksin, rakyat g cm butuh sehat, butuh cuan jg... 😑	0
2022-02-11 15:31:45+00:00	RizkyGbris	"baru saja bisa merasakan kembali bercengkrama dengan sanak saudara di desa, eehh sudah dibatasi lagi pergerakannya..
#ppkm"	0
2022-02-11 07:43:01+00:00	kumpulan_info	Supaya #anak tidak bosan selama #ppkm ? https://t.co/bcfL2TBRDv	1
2022-02-11 02:57:05+00:00	PariwisataBms	"Tetep jaga kesehatan sedulur wisata jangan lupa selalu prokes dalam berpergian.

#pariwisata 
#banyumas 
#purwokerto 
#ppkm 
#indonesiabangkit 
#pariwisatabangkit @ Banyumas, Jawa Tengah, Indonesia https://t.co/893QdlowMy"	1
2022-02-09 18:43:40+00:00	ikkifakhri	Ini apaan lagi? Efek krn ada ppkm lagi? Apa efek krn gaada duit + tagihan pinjol numpuk + lagi kalah di slot + baru loss dan ketipu di app trading2 online? jadi begini?!  #PPKM #QGBacotsantuy https://t.co/ymetO8UReJ	0
2022-02-09 05:12:26+00:00	Periplus_Store	"Terima kasih Kakak atas foto-foto tesmoni dan rekomendasi buku yah untuk Periplus!  

Salam Cinta Kami, Periplus https://t.co/qXwV6XyY4z

#Testimoni #Periplus #FebruariCinta #PPKM #Rekomendasyik #Februari #SatuHariSatuBuku #HuntingPeriplus #Booklovers https://t.co/30c5S2y0pw"	1
2022-02-09 02:22:36+00:00	beritaKBR	"""Kan Instruksi Menteri sama Surat Edaran (SE), gimana? Itu bisa dituruti bisa nggak, kan nggak ada kekuatan hukum. Kalau melanggar mau diapain, hukumannya apa? Nggak ada.""

#PPKM #Hukum 

https://t.co/qHREzrnDdv"	0
2022-02-08 21:00:07+00:00	alibaarz	"Kalo emang PPKM berlangsung lagi, tolong bubarkan MotoGP
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Kalo bisa😋 #MotoGP VS #PPKM"	0
2022-02-08 19:18:10+00:00	luckyfitriadhi_	"Bahbahwes
Manusia itu mahluk sosial, konsekuensinya ya ikut ngurusin hidup orang lain, inginnya mah aku teh cuma membual, sayangnya malah itu yang buatku yakin.

#WadasMelawan #PPKM #COVID"	0
2022-02-08 18:47:23+00:00	BeritaInfoViral	@JakartaDaily_En Kangen @bsdcity_update mudah2an ga jd #PPKM lagi	1
2022-02-08 13:00:02+00:00	anzpratama	Naik ke level 2 gaess.... #ppkm	0
2022-02-08 06:33:19+00:00	rohmansyah_11	"Diluar sana sekarang banyak orang yang tidak pakai masker,
Dan akhirnya..

Sekolah diliburkan,
PPKM di tingkatkan.

Yg rugi siapa??
#KukiraKauRumah 
#Sekolah 
#PPKM"	0
2022-02-08 05:39:19+00:00	msultonalhasan	"haha #PPKM menjelang puasa.
Lagu bang Toyib udah jadi kenyataan
Bang toyib
Bang toyib
Kenapa tak pulang pulang
anakmu anakmu
panggil panggil namamu
Bang toyib
Bang toyib
tiga kali puasa
tiga kali lebaran
abang tak pulang pulang"	0
2022-02-08 01:55:21+00:00	GadgetAll1	#PPKM	0
2022-02-08 01:47:21+00:00	JSCLab	"Punya Ayang itu yang mau jaga protokol kesehatan dan patuh peraturan PPKM dong, bukan melanggar🤬

Kalau masih melanggar PPKM, pake jurus lapor JAKI aja!!😌

Unduh JAKI #LebihGampang melalui tautan https://t.co/8RFFfJKEuf

#JakartaSmartCity #JakLapor #PPKM  #JAKI #ayang https://t.co/TwT2FYYQ9n"	0
2022-02-08 01:44:54+00:00	arumbangets	"#PPKM level 3. Harus senang atau bahagia eh sedih? #Workfromhome kembali memanggil. Dan hari ini cuaca sangat mendukung. Alhamdulillah.
🌧Allahumma Sayyibannaa fi’aa 🌧"	1
2022-02-08 01:20:37+00:00	romitj	"Pagi pagi koq ...
Mulesss

#PPKM lagi"	0
2022-02-08 01:20:04+00:00	romitj	"Pagi pagi koq mendung ..

#PPKM"	0
2022-02-07 21:09:01+00:00	YuliaChiara	"#LuhutBiangKerok 
Penyebar Berita #PPKM
Level 1 2 3 dan 4 di indonesia 
Kasus Covid Omicron
Di jakarta indonesia 
Rakyat jadi Sengsara"	0
2022-02-07 19:19:10+00:00	fahrulchandra	Ebola? Dulu ebola trmasuk virus yg berbahaya jg, dan penyebarannya lebih cepat, “tapi” ga sampai bertahun2 dan tidak memiliki varian delta, dll. Knp dgn covid 19 mmlki bnyk varian? Apkh ad unsur dibalik sebuah virus? I think so 🤭 #PPKM	0
2022-02-07 18:41:33+00:00	inikaamil	"#PPKM 
Perpecahan Penduduk Khusus Menengah 'kebawah\"	0
2022-02-07 17:17:32+00:00	rahayuwittia	"#PPKM 🐒
Rejeki datang dari mana aja
Permudah hamba ya Allah"	0
2022-02-07 16:20:59+00:00	_independen	"Yg penting ini barang tidak jadi dagangan.

https://t.co/aa895sPdKm 

#PPKM #ppkmlevel3 #COVID19 #OmicronVarient"	0
2022-02-07 16:01:28+00:00	ezisubi	kalau zombie apocalypse pakai PPKM lagi ga ya? #PPKM https://t.co/JrTWcOQumS	0
2022-02-07 15:47:57+00:00	caramel250401	harusnya anda yg bertanggung jawab anda yg buat orng sakit2tan sdh vaksin dn ada yg meninggal sdh vaksin mna tanggung jawab Anda knpa mlh masyarakat biasa d salahkan, #PPKM meningkt masyarakat d salahkan ini itu d salahkan juga hidup lu emng paling benar anjeng #LuhutBiangKerok https://t.co/hi9H7cxDm0	0
2022-02-07 15:46:36+00:00	Nonny10_Fitri	"Ciri - ciri bulan ramadhan dan lebaran mau tiba . 
Dulu : iklan sirup marj*n sering muncul di tv
Sekarang : kasus covid meningkat ..wkwkk
#PPKM"	0
2022-02-07 15:20:12+00:00	aliimro14703059	"Iki +covid mungggah mergo opo pak luhut?kok yuk ana ppkm level 3 kii... Opo lebar ndelok barongsai opo mergo bali seko piknik? Opo mergo wes arep poso??? 
#PPKM 
#ppkmlevel3"	0
2022-02-07 14:57:10+00:00	selebgramkaltim	"Virus kawin dan aku masih jomblo😩

Sekarang Ppkm level berapa ya? Semoga gak sampe puasa ramadhan/lebaran. #ppkm #kawin #lebaran2022 @ Indonesia https://t.co/TgGOqPg9sL"	0
2022-02-07 13:23:58+00:00	expo_widya	"sepi gini apalagi di tambah mau #PPKM 
ampun"	0
2022-02-07 12:42:49+00:00	ori_ori7	"Siapa aja yg memimpin Indonesia selama bumi dan air dan kekayaan alam yg terkandung didalamnya TIDAK untuk kemakmuran rakyat...berarti belum berhasil memimpin NKRI.
#PPKM"	0
2022-02-07 12:37:18+00:00	alviannn_13	Hoream #PPKM level 3	1
2022-02-07 12:32:36+00:00	politik_rakyat3	"Maunya apa sih ?
Bahkan Kotak amal pun sampe dibatasi Juga  !!
#JokowiMelanggarPROKES 
#PPKM https://t.co/A5aToN77Q0"	0
2022-02-07 09:12:06+00:00	Wahyu_Anugrah25	"Singkatan  PPKM ? 
PERHATIAN 
PELUK 
KE KAMAR
MENIKAH 
DAN JADI LAHK ANAKA HARAM 
ITU LAHK #PPKM Level 3"	0
2022-02-07 08:45:16+00:00	creamyyy04	"Horeeeee gajadi outing kantor🥲
pdhl dah gue siapin bgttt nanti acara nya bakal gimana tp apadaya manusia hanya berencana, dan Allah yg menentukan
Boboan aja lah mending skrng mah #ppkm https://t.co/BKzH48BbKF"	0
2022-02-07 08:04:03+00:00	jijaemcaswoo	"#ppkm 
gara gara virus aja sampe season 3 haha"	0
2022-02-06 09:21:33+00:00	Bntngaqbl	"Sudah mau ramadhan, daerah mu sudah naik level belum ?
#PPKM"	0
2022-02-05 03:42:58+00:00	indoseputarinfo	"Semoga aja kita gak perlu ngalamin gelombang ke-3 ya!

#pandemi #covid19 #ppkm #prokes #isolasi"	0
2022-02-04 19:02:07+00:00	aiaht2002	"What do you call this, guys?
 ""R u l e s   F o r   T h e e,  B u t  Not For Me.""
Kita di paksakan utk bisa menerima ini.
Pengikut aliran ini memang sudah tdk punya malu!

#ppkm #LuhutBinsarPandjaitan #CabutDaruratPandemi #CabutMandatory #StopPaksaVaksinC19 #StopPaksaVaksinAnakC19 https://t.co/738Xc6H5ZP"	0
2022-02-03 14:08:39+00:00	JSCLab	"Kasus aktif Covid-19 di Jakarta kembali naik!!🤬

Kencangkan lagi sabuk keamanan mu dengan taat protokol kesehatan dan bantu laporkan pelanggaran PPKM di Jakarta lewat JAKI, ya! Dengan bantu lapor pelanggaran, kamu menyelamatkan sesama, lo!

#JakartaSmartCity #PPKM #JAKI https://t.co/IphPmy1MHl"	0
2022-02-03 04:35:09+00:00	indoseputarinfo	"Yuk langsung di check apa aja peraturannya biar tetap up to date dan kalian jangan lupa untuk memperketat prokes, vaksin dan ikut mendukung segala kebijakan untuk kebaikan bersama ya!

#covid19 #peraturan #ppkm #prokes #vaksin"	1
2022-02-01 17:53:17+00:00	ArafatHarist	"Pak polisi nya humanis sekali disana,...
#ppkm https://t.co/8uvJKR5Dh1"	0
2022-01-31 15:10:59+00:00	Neonboxproduksi	"Klo sdh #5000 pasti 
Kena pembatasan
.
.
Ini #twitter  apa #ppkm 
.
. https://t.co/XhtZXeFUnL"	0
2022-01-31 11:53:28+00:00	JSCLab	"Emang ya liat pelanggaran PPKM di saat kasus lagi naik bikin emosi!🤬

Sabar bund, laporin aja langsung lewat JakLapor di JAKI, ya!😉

Unduh JAKI sekarang!

#JakartaSmartCity #PPKM #JAKI https://t.co/OQff9vFoX2"	0
2022-01-25 04:10:26+00:00	OMPONG_LH	Terimakasih buat Rekan media yg kita sayangi dan teruntuk paman @ABPrass memang terbaik di kelasnya… #SingleKetiga #SomeIsland #PPKM https://t.co/dX7UmtOfGn	1
2022-01-24 05:55:55+00:00	fajaronline	Inggris Sudah Endemi, Luhut Justru Wanti-wanti Lonjakan Covid-19 Jawa-Bali, kok Bisa? https://t.co/i6oq1m2rVx #covid-19 #Luhut #Omicron #PPKM	0
2022-01-21 12:47:17+00:00	AnantaElvano	"Hadir Kembali Boss!! MEGA WIN Dari 
https://t.co/vVogjfsYdI Jackpot Jutaan Rupiah Serta Kemenangan Extra Menanti Anda . Salam WD!! WA: +62 852-3617-8361 #bandarq #poker #bdqq #aduq #ceme #JAKARTA #KoinpelangiQQ #koinpelangi88 #PPKM #Dada #Jeha #rumini #Narkoboy https://t.co/OsUFacKR2W"	1
2022-01-20 10:35:16+00:00	biintaangjaatuh	"Cerita kisah nabi atau rasul pada orang lain, termasuk gibah gak, twips?
#ppkm"	0
2022-01-18 09:13:03+00:00	mamankgaroxx81	"Makane kudu manut pemerintah ""Ojo cedak nek Ra pengen lara"" #ppkm"	0
2022-01-18 07:00:31+00:00	cholin_m8	Masa iya mau #PPKM lagi #omicron wfh lagi Nabrak #LayanganPutus https://t.co/gp8wtii6me	0
2022-01-18 06:39:12+00:00	indoseputarinfo	"Gak mau kan ngalamin third wave di Indonesia?

#airlanggahartarto #KPCPEN #ppkm #jawa #bali #2022"	0
2022-01-17 12:00:08+00:00	4jengs	Dan terjadi lagi..??? #PPKM trending, akan #PPKM lagikah? Walah, mbok jangan..	0
2022-01-17 09:43:34+00:00	pointsgeekid	"Hai Geeks! Pemerintah kembali memperpanjang PPKM Jawa-Bali. PPKM diperpanjang satu pekan sampai tanggal 24 Januari 2022.

Gimana nih menurut kamu, Geeks?

#pointsgeek #ppkm #jawa #Bali"	0
2022-01-17 08:45:53+00:00	arumafandi	"Bukannya abai masalah kesehatan gaess tapi mikir realistis aje. Kalau emang masih rawan mbok ya dilarang halan² dulu. 
Lha ini halan²
Malah yg harusnya abis halan² kabur dari karantina ga dihukum krn sopan.
Sing waras kon ngalah meneh
#ppkm"	0
2022-01-17 08:41:45+00:00	arumafandi	Perasaan kemarin nataru bebas bebas aje. Mendekati ramadhan #ppkm mulai aktif lagi	0
2022-01-17 08:37:38+00:00	arumafandi	"Hilih... padahal dah jelas persentase yg paling gedhe itu dari orang berdhuid halan² keluar negeri.
Sekarang imbasnya rakyat kecil yang akan semakin tercekik akibat #ppkm diterapin lagi.
Bau²nya mpe lebaran nih 🙄
Kesel bat gw"	0
2022-01-17 08:15:03+00:00	by_deeea	"Jasa hapus akun sosmed nya kaka✨

Yuk yang mau hapus akun fake, akun di hack, atau mau hapus akun lama kalian yg sudah lupa password bisa di @by_deeea yah. Penghapusan tnp email dan kata sandi. Permanen.

Mumpung masih #PPKM hempas semua postingan dan foto2 aib jaman dulu. https://t.co/NY1U0EIuI0"	0
2022-01-17 08:01:21+00:00	by_deeea	#PPKM bingung nyari kerjaan, mending jadi reseller hapus Akun disini yuk. Kerja bs sambil rebahan, tinggal nyari customer ajaa sisa nya biar aku yg ngerjain penghapusan nya👌 https://t.co/7AduQaSRY4	0
2022-01-17 07:20:13+00:00	BaskoGrandHotel	"Sekarang lagi rame bnged ttg omicron, stay healthy every one. Love ur self and family.

#ppkm #COVID19"	1
2022-01-17 07:17:30+00:00	judith_imoetz	Ketika partnert bisnis menjadi bangs*t #ppkm #jorok #nmax https://t.co/2Cmq7eW7Ky	0
2022-01-15 04:50:55+00:00	CendekiaDelapan	"Karena stimulasi untuk #anakberkebutuhankhusus tidak optimal jika dilakukan secara online.
. 
Untuk memenuhi kebutuhan tersebut, #RumahCendekia8 tetap beroperasi sesuai aturan #ppkm dgn menjaga protokol kesehatan dan seluruh staff sudah #divaksinasi 🤗
."	0
2022-01-14 10:12:14+00:00	JSCLab	"Pokoknya kamu taat PPKM disayang, melanggar aturan PPKM ditendang~

Tetap taati aturan PPKM terbaru di Jakarta dan sekitar, ya🙌🏼

#JakartaSmartCity #PPKM #meme #JAKI https://t.co/fZwOhJPYTr"	0
2022-01-14 07:18:38+00:00	siahaya_aprilia	Jadilah masyarakat yang baik dan bertanggungjawab dengan mematuhi prokes dan #PPKM. https://t.co/bm22p8w8Av	1
2022-01-13 09:01:24+00:00	ekatjipta	"Virus Covid-19 masih mengintai kita apalagi dengan adanya varian baru ini. Yuk tetap patuhi protokol kesehatan dan kita pasti kita bisa PPKM (Pelan-Pelan Kita Menang) lawan virus Covid-19.

Stay safe semuanya!

#EkaTjiptaFoundation #PPKM #Prokes https://t.co/rhE0KrI0mX"	1
2022-01-11 02:52:38+00:00	AF_Medan	"Siapa yang begini waktu belajar grammaire ? 🤭

Bahasa Prancis gak sesulit itu kok, kamu cuma perlu tahu tips dan triknya 😉
Yuk gabung di AF Medan, dijamin #PPKM deh!
Pelan-Pelan Kamu Mahir https://t.co/F7z6ayZKP2"	1
2022-01-10 22:12:35+00:00	leopardies	"berita yang lain,
kata pembawa acara-nya:

""""lalu apa upaya pemerintah menekan kasus #OMICRON di #Indonesia ????""""

yaa tinggal tunggu kasus tinggi aja,
baru muncullah #PPKM lagi,
telat oii........!!!!!!!!!!!!!!!!!!!!!"	0
2022-01-09 06:50:41+00:00	md_nurhidayah	"jauhi lah perkara yang haram x elok 

#PPKM #Mualaf #IkatanCintaEp577 https://t.co/GkTEz6wIXH"	0
